"lab_id","num_valid","num_invalid","pct_accurate","rank"
"37e2ca91-3157-451a-8f09-d3ffb0853e69","0","201364","0.0","1"
"bad8f7ce-fde0-47be-8f45-7a837ac44108","0","175181","0.0","1"
"a558dfbc-2a86-4e8e-b215-9d31f9212b3d","0","180778","0.0","1"
"10f93ade-5f54-4ba9-bd4f-f2bd2554c46a","0","151287","0.0","1"
"fcedd829-221d-4440-9a25-39f13db22412","0","184086","0.0","1"
"4bdde035-cb68-4533-81d9-0bf8972fd4cf","0","238466","0.0","1"
"14331938-7ce1-41e1-b426-71fc079dd6f3","0","944324","0.0","1"
"559eaa0f-a7cc-4f95-9866-5da244056947","0","177122","0.0","1"
"9fb74677-f8aa-4b9d-bc9c-b8a844c02e90","0","156615","0.0","1"
"58491782-ecc3-409a-90d9-7fcb44e89bcb","0","166010","0.0","1"
"5cac34b0-2c70-4e21-85fe-9af450d40ae8","0","122935","0.0","1"
"9af70083-600c-4edd-b51d-daff1d24a4ac","0","261849","0.0","1"
"4fb20e40-ada7-4beb-a91d-f981e2b60c15","0","119445","0.0","1"
"21a8e818-068e-4a83-a81f-19dce70ef900","0","102641","0.0","1"
"905127ae-2c4e-48c3-9ef4-6724890916be","0","237790","0.0","1"
"236cead1-0509-4156-b51f-37c733c51696","0","236535","0.0","1"
"8facaf50-3bd2-497e-b62f-aa2c577262a2","0","110165","0.0","1"
"8cde9fe4-d5b3-44a6-97a5-4ff2a33f948b","0","127316","0.0","1"
"eec1a812-ad26-4f11-b365-18862cb86454","0","107575","0.0","1"
"61a57c36-6fe3-4cbc-a84c-6ccc23be12ea","0","178899","0.0","1"
"3d3bd5bf-5cbd-4f06-9e3b-d6852e066973","0","177159","0.0","1"
"28098144-cb67-4ebb-a036-8d235caa00ed","0","168259","0.0","1"
"3c4397ca-0805-44c1-86c4-ffdf61bb68c5","0","139588","0.0","1"
"8a3bbddf-49cf-4fb4-94ac-3a45e5fbb0ec","0","179070","0.0","1"
"8881abe4-784d-4fde-a650-d83377992c26","0","172707","0.0","1"
"f1ad8d02-b81c-4667-92c0-049c00e99e1a","0","164663","0.0","1"
"81903ede-453c-4cf2-ad8f-4d2f48ae5b13","0","136482","0.0","1"
"80ca3186-6de4-4248-b310-a0d1aed5f630","0","157879","0.0","1"
"8043bf29-5530-4a64-a546-8451c0c4e717","0","1783247","0.0","1"
"d5d0a15f-d01c-4e16-9a67-da92fb996814","0","165201","0.0","1"
"692113a5-8801-43b2-ae31-f1d094b5d9ad","0","92797","0.0","1"
"7a25b2b7-bcaf-4505-a620-96dc6601291b","0","190781","0.0","1"
"798fb10c-f3cd-47a5-9d5b-6c39bf0e82f4","0","137060","0.0","1"
"d5f9ca79-e133-41b8-85d0-9644d31547d9","0","189680","0.0","1"
"35b331e0-89d2-4d4d-a2ee-f5327278140e","0","1080034","0.0","1"
"d73cdd2a-eed9-4423-b474-30b121195b4b","0","103689","0.0","1"
"6bfa971b-08eb-4a74-b3ac-bddfc3d76be4","0","202553","0.0","1"
"bc761c9c-ad6a-4814-a6bc-f523eed77035","0","230937","0.0","1"
"ffa4243d-b7d8-44a7-b79a-dd21546b6ac4","0","186818","0.0","1"
"b43e8d05-cc5a-422c-afba-268b357af9fc","0","126445","0.0","1"
"b39ddd63-53e1-4291-b31a-d92669fd0cb8","0","115014","0.0","1"
"06d5b075-7dd9-4b10-9649-4a8463bae05b","0","162928","0.0","1"
"af1f2fed-dbec-4e2b-9d6d-e643ce3b8884","0","203546","0.0","1"
"ae929564-926f-4042-bf46-87f77375cc24","0","204580","0.0","1"
"ed70e1af-5ab9-4793-9de2-0aee359b66d3","0","143838","0.0","1"
"54b0d9ac-bd12-4e6b-a9c3-a0a3d10c9666","0","215414","0.0","1"
"4c1cfd41-e77b-45bb-a6f0-c9f61524390f","0","217776","0.0","1"
"a7c19baa-0a91-45e2-aff7-68c3febc2c00","0","145601","0.0","1"
"0dce61f6-3bb7-45f7-b962-d5d3bee3c913","0","2102152","0.0","1"
"c0552225-6cb6-4de3-b221-81536f549ae2","0","134837","0.0","1"
"227c5bf9-4a32-48b1-afb6-c09ce0a88d46","46046","74575","38.174115618341744","2"
"943a5cb5-eaff-4d97-a895-f77928320119","47832","63730","42.874814004768645","3"
"dadd1db0-4193-4e14-a94a-e59f47100470","86056","112137","43.42030243247743","4"
"04de1dc7-b8ba-451f-a286-d248a439c33a","52062","66533","43.8989839369282","5"
"377cdb28-57e5-44e6-92bc-052d0faa6745","81847","104443","43.93526222556229","6"
"e70362f1-238f-410c-adaa-ff141cb946f0","57515","70595","44.895012098977446","7"
"4a049218-0a5c-4e32-8f3d-2d82d7732f33","86163","104282","45.24298353855444","8"
"65d4718b-a6b3-4769-9201-d4cba1a0dc01","48333","58318","45.3188437051692","9"
"8fdea7b3-1813-4ee5-9a9c-e72021726967","484224","579760","45.51045880389179","10"
"09679e1e-5dae-45e6-ace7-cdb5fec03a9b","471266","557504","45.80868415680862","11"
"bcd05acb-16b1-4678-a158-0c650356a848","58421","68752","45.9382101546712","12"
"78dd37a4-b0bd-46bf-aa2b-3a853b5d8e12","79719","93813","45.93907751884379","13"
"ba15872c-c188-4bc4-b155-da89b183c5d1","83089","97564","45.993700630490494","14"
"c6333cb4-e38b-4e53-9af4-c4c86e17ea4b","44189","51864","46.00480984456498","15"
"b2c50f49-11ef-4f57-9809-5fdea67e307d","83291","95526","46.57890469026994","16"
"ff1cd252-760f-4a5c-95b9-8b11c7bd437b","75059","83843","47.23603227146291","17"
"c3fe5f4c-93f4-4d8b-8f0b-e94667211b66","61361","68389","47.291714836223505","18"
"e8cb1d0a-4fcc-4884-a66d-d83394669d6f","84774","94325","47.33359761919385","19"
"360eb2d4-48bd-4cb2-a702-28e1bd713b0e","499671","552577","47.48604891622507","20"
